,Unnamed: 0,Action,org:resource,concept:name,EventOrigin,EventID,lifecycle:transition,time:timestamp,case:LoanGoal,case:ApplicationType,case:concept:name,case:AMOUNT_REQ,FirstWithdrawalAmount,NumberOfTerms,Accepted,MonthlyCost,Selected,CreditScore,OfferedAmount,OfferID,time until next event,next event,activity number in case,number of activity in case inverse,case start count,case end count,case_relative_time,first_lag_event,second_lag_event,workrate,active cases,days_until_next_holiday,is_holiday,seconds_since_week_start,is_work_time,seconds_to_work_hours,is_weekend
2964,8529,Obtained,User_5,W_Complete application,Workflow,Workitem_1317260641,start,2016-01-05 06:48:02.700,"Other, see explanation",New credit,Application_1151254747,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.033,A_Concept,6.0,29.0,31281.0,0.0,38562.521,W_Complete application,W_Handle leads,8908.576295918376,228.0,80,False,110882.7,False,7917.3,False
2965,8530,statechange,User_5,A_Concept,Application,ApplState_1288605663,complete,2016-01-05 06:48:02.733,"Other, see explanation",New credit,Application_1151254747,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,16.355,W_Complete application,7.0,28.0,31281.0,0.0,38562.554,W_Complete application,W_Complete application,8908.576295918376,228.0,80,False,110882.733,False,7917.267,False
2966,8531,Released,User_5,W_Complete application,Workflow,Workitem_1136064171,suspend,2016-01-05 06:48:19.088,"Other, see explanation",New credit,Application_1151254747,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,4154.418,W_Complete application,8.0,27.0,31281.0,0.0,38578.909,A_Concept,W_Complete application,8908.576295918376,228.0,80,False,110899.088,False,7900.912,False
2967,7537,Obtained,User_5,W_Handle leads,Workflow,Workitem_539854847,resume,2016-01-05 06:48:55.954,Home improvement,New credit,Application_1301009504,35000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,36.104,W_Handle leads,11.0,19.0,31281.0,0.0,48807.472,W_Handle leads,W_Handle leads,8908.576295918376,228.0,80,False,110935.954,False,7864.046,False
2968,7538,Deleted,User_5,W_Handle leads,Workflow,Workitem_729538002,complete,2016-01-05 06:49:32.058,Home improvement,New credit,Application_1301009504,35000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.033,W_Complete application,12.0,18.0,31281.0,0.0,48843.576,W_Handle leads,W_Handle leads,8908.576295918376,228.0,80,False,110972.058,False,7827.942,False
2969,7539,Created,User_5,W_Complete application,Workflow,Workitem_1002048455,schedule,2016-01-05 06:49:32.091,Home improvement,New credit,Application_1301009504,35000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.002,W_Complete application,13.0,17.0,31281.0,0.0,48843.609,W_Handle leads,W_Handle leads,8908.576295918376,228.0,80,False,110972.091,False,7827.909,False
2970,7540,Obtained,User_5,W_Complete application,Workflow,Workitem_677747119,start,2016-01-05 06:49:32.093,Home improvement,New credit,Application_1301009504,35000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.004,A_Concept,14.0,16.0,31281.0,0.0,48843.611,W_Complete application,W_Handle leads,8908.576295918376,228.0,80,False,110972.093,False,7827.907,False
2971,7541,statechange,User_5,A_Concept,Application,ApplState_1638373588,complete,2016-01-05 06:49:32.097,Home improvement,New credit,Application_1301009504,35000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,23.843,W_Complete application,15.0,15.0,31281.0,0.0,48843.615,W_Complete application,W_Complete application,8908.576295918376,228.0,80,False,110972.097,False,7827.903,False
2972,7542,Released,User_5,W_Complete application,Workflow,Workitem_352921385,suspend,2016-01-05 06:49:55.940,Home improvement,New credit,Application_1301009504,35000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,27526.242,A_Accepted,16.0,14.0,31281.0,0.0,48867.458,A_Concept,W_Complete application,8908.576295918376,228.0,80,False,110995.94,False,7804.06,False
2973,8655,Obtained,User_5,W_Handle leads,Workflow,Workitem_1328136037,start,2016-01-05 06:51:12.001,Car,New credit,Application_19324985,8000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,59.132,W_Handle leads,3.0,21.0,31281.0,0.0,36894.445,W_Handle leads,A_Submitted,8908.576295918376,228.0,80,False,111072.001,False,7727.999,False
2974,8656,Deleted,User_5,W_Handle leads,Workflow,Workitem_1100750115,complete,2016-01-05 06:52:11.133,Car,New credit,Application_19324985,8000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.007,W_Complete application,4.0,20.0,31281.0,0.0,36953.577,W_Handle leads,W_Handle leads,8908.576295918376,228.0,80,False,111131.133,False,7668.867,False
2975,8657,Created,User_5,W_Complete application,Workflow,Workitem_1172318290,schedule,2016-01-05 06:52:11.140,Car,New credit,Application_19324985,8000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.002,W_Complete application,5.0,19.0,31281.0,0.0,36953.584,W_Handle leads,W_Handle leads,8908.576295918376,228.0,80,False,111131.14,False,7668.86,False
2976,8658,Obtained,User_5,W_Complete application,Workflow,Workitem_1461602892,start,2016-01-05 06:52:11.142,Car,New credit,Application_19324985,8000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.003,A_Concept,6.0,18.0,31281.0,0.0,36953.586,W_Complete application,W_Handle leads,8908.576295918376,228.0,80,False,111131.142,False,7668.858,False
2977,8659,statechange,User_5,A_Concept,Application,ApplState_939313834,complete,2016-01-05 06:52:11.145,Car,New credit,Application_19324985,8000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,4.579,W_Complete application,7.0,17.0,31281.0,0.0,36953.589,W_Complete application,W_Complete application,8908.576295918376,228.0,80,False,111131.145,False,7668.855,False
2978,8660,Released,User_5,W_Complete application,Workflow,Workitem_118078294,suspend,2016-01-05 06:52:15.724,Car,New credit,Application_19324985,8000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,90717.882,W_Complete application,8.0,16.0,31281.0,0.0,36958.168,A_Concept,W_Complete application,8908.576295918376,228.0,80,False,111135.724,False,7664.276,False
2979,8764,Obtained,User_5,W_Handle leads,Workflow,Workitem_105291078,start,2016-01-05 06:52:18.694,"Other, see explanation",New credit,Application_1248349972,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,42.28,W_Handle leads,3.0,57.0,31281.0,0.0,35511.146,W_Handle leads,A_Submitted,8908.576295918376,228.0,80,False,111138.694,False,7661.306,False
2980,8765,Deleted,User_5,W_Handle leads,Workflow,Workitem_308605069,complete,2016-01-05 06:53:00.974,"Other, see explanation",New credit,Application_1248349972,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.008,W_Complete application,4.0,56.0,31281.0,0.0,35553.426,W_Handle leads,W_Handle leads,8908.576295918376,228.0,80,False,111180.974,False,7619.026,False
2981,8766,Created,User_5,W_Complete application,Workflow,Workitem_127411822,schedule,2016-01-05 06:53:00.982,"Other, see explanation",New credit,Application_1248349972,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.003,W_Complete application,5.0,55.0,31281.0,0.0,35553.434,W_Handle leads,W_Handle leads,8908.576295918376,228.0,80,False,111180.982,False,7619.018,False
2982,8767,Obtained,User_5,W_Complete application,Workflow,Workitem_2034545818,start,2016-01-05 06:53:00.985,"Other, see explanation",New credit,Application_1248349972,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.003,A_Concept,6.0,54.0,31281.0,0.0,35553.437,W_Complete application,W_Handle leads,8908.576295918376,228.0,80,False,111180.985,False,7619.015,False
2983,8768,statechange,User_5,A_Concept,Application,ApplState_8557586,complete,2016-01-05 06:53:00.988,"Other, see explanation",New credit,Application_1248349972,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,38.916,W_Complete application,7.0,53.0,31281.0,0.0,35553.44,W_Complete application,W_Complete application,8908.576295918376,228.0,80,False,111180.988,False,7619.012,False
2984,8769,Released,User_5,W_Complete application,Workflow,Workitem_1111337656,suspend,2016-01-05 06:53:39.904,"Other, see explanation",New credit,Application_1248349972,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,17210.429,W_Complete application,8.0,52.0,31281.0,0.0,35592.356,A_Concept,W_Complete application,8908.576295918376,228.0,80,False,111219.904,False,7580.096,False
2985,9051,Obtained,User_5,W_Handle leads,Workflow,Workitem_758208677,start,2016-01-05 06:55:55.191,Car,New credit,Application_726777197,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,146.364,W_Handle leads,3.0,22.0,31281.0,0.0,30470.962,W_Handle leads,A_Submitted,8908.576295918376,228.0,80,False,111355.191,False,7444.809,False
2986,9052,Deleted,User_5,W_Handle leads,Workflow,Workitem_569069564,complete,2016-01-05 06:58:21.555,Car,New credit,Application_726777197,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.007,W_Complete application,4.0,21.0,31281.0,0.0,30617.326,W_Handle leads,W_Handle leads,8908.576295918376,228.0,80,False,111501.555,False,7298.445,False
2987,9053,Created,User_5,W_Complete application,Workflow,Workitem_1824790504,schedule,2016-01-05 06:58:21.562,Car,New credit,Application_726777197,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.002,W_Complete application,5.0,20.0,31281.0,0.0,30617.333,W_Handle leads,W_Handle leads,8908.576295918376,228.0,80,False,111501.562,False,7298.438,False
2988,9054,Obtained,User_5,W_Complete application,Workflow,Workitem_1500333358,start,2016-01-05 06:58:21.564,Car,New credit,Application_726777197,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.003,A_Concept,6.0,19.0,31281.0,0.0,30617.335,W_Complete application,W_Handle leads,8908.576295918376,228.0,80,False,111501.564,False,7298.436,False
2989,9055,statechange,User_5,A_Concept,Application,ApplState_1424889233,complete,2016-01-05 06:58:21.567,Car,New credit,Application_726777197,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,18.95,W_Complete application,7.0,18.0,31281.0,0.0,30617.338,W_Complete application,W_Complete application,8908.576295918376,228.0,80,False,111501.567,False,7298.433,False
2990,9056,Released,User_5,W_Complete application,Workflow,Workitem_2074212370,suspend,2016-01-05 06:58:40.517,Car,New credit,Application_726777197,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,90947.746,W_Complete application,8.0,17.0,31281.0,0.0,30636.288,A_Concept,W_Complete application,8908.576295918376,228.0,80,False,111520.517,False,7279.483,False
2991,9180,Created,User_1,A_Create Application,Application,Application_368205428,complete,2016-01-05 07:34:12.053,Caravan / Camper,New credit,Application_368205428,18000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.104,A_Submitted,0.0,44.0,31281.0,0.0,0.0,no_lagged_events,no_lagged_events,13866.5244107143,229.0,80,False,113652.053,False,5147.947,False
2992,9181,statechange,User_1,A_Submitted,Application,ApplState_673040290,complete,2016-01-05 07:34:12.157,Caravan / Camper,New credit,Application_368205428,18000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.285,W_Handle leads,1.0,43.0,31280.0,0.0,0.104,A_Create Application,no_lagged_events,13866.5244107143,229.0,80,False,113652.157,False,5147.843,False
2993,9182,Created,User_1,W_Handle leads,Workflow,Workitem_82879524,schedule,2016-01-05 07:34:12.442,Caravan / Camper,New credit,Application_368205428,18000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,84.748,W_Handle leads,2.0,42.0,31280.0,0.0,0.389,A_Submitted,A_Create Application,13866.5244107143,229.0,80,False,113652.442,False,5147.558,False
2994,9183,Deleted,User_1,W_Handle leads,Workflow,Workitem_2117556087,withdraw,2016-01-05 07:35:37.190,Caravan / Camper,New credit,Application_368205428,18000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.008,W_Complete application,3.0,41.0,31280.0,0.0,85.137,W_Handle leads,A_Submitted,13866.5244107143,229.0,80,False,113737.19,False,5062.81,False
2995,9184,Created,User_1,W_Complete application,Workflow,Workitem_1472986412,schedule,2016-01-05 07:35:37.198,Caravan / Camper,New credit,Application_368205428,18000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.006,A_Concept,4.0,40.0,31280.0,0.0,85.145,W_Handle leads,W_Handle leads,13866.5244107143,229.0,80,False,113737.198,False,5062.802,False
2996,9185,statechange,User_1,A_Concept,Application,ApplState_1704717380,complete,2016-01-05 07:35:37.204,Caravan / Camper,New credit,Application_368205428,18000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,88378.061,W_Complete application,5.0,39.0,31280.0,0.0,85.151,W_Complete application,W_Handle leads,13866.5244107143,229.0,80,False,113737.204,False,5062.796,False
2997,8532,Obtained,User_16,W_Complete application,Workflow,Workitem_1062689937,resume,2016-01-05 07:57:33.506,"Other, see explanation",New credit,Application_1151254747,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,295.816,W_Complete application,9.0,26.0,31280.0,0.0,42733.327,W_Complete application,A_Concept,14283.820460526316,229.0,80,False,115053.506,False,3746.494,False
2998,8533,Released,User_16,W_Complete application,Workflow,Workitem_336071817,suspend,2016-01-05 08:02:29.322,"Other, see explanation",New credit,Application_1151254747,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,42463.197,W_Complete application,10.0,25.0,31280.0,0.0,43029.143,W_Complete application,W_Complete application,14283.820460526316,229.0,80,False,115349.322,False,3450.678,False
2999,9225,Created,User_92,A_Create Application,Application,Application_923808413,complete,2016-01-05 08:04:49.732,Car,New credit,Application_923808413,20000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.01,W_Complete application,0.0,35.0,31280.0,0.0,0.0,no_lagged_events,no_lagged_events,3506.923045045045,230.0,80,False,115489.732,False,3310.268,False
3000,9226,Created,User_92,W_Complete application,Workflow,Workitem_1769964900,schedule,2016-01-05 08:04:49.742,Car,New credit,Application_923808413,20000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.002,W_Complete application,1.0,34.0,31279.0,0.0,0.01,A_Create Application,no_lagged_events,3506.923045045045,230.0,80,False,115489.742,False,3310.258,False
3001,9227,Obtained,User_92,W_Complete application,Workflow,Workitem_1479183841,start,2016-01-05 08:04:49.744,Car,New credit,Application_923808413,20000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.002,A_Concept,2.0,33.0,31279.0,0.0,0.012,W_Complete application,A_Create Application,3506.923045045045,230.0,80,False,115489.744,False,3310.256,False
3002,9228,statechange,User_92,A_Concept,Application,ApplState_376848449,complete,2016-01-05 08:04:49.746,Car,New credit,Application_923808413,20000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,246.443,A_Accepted,3.0,32.0,31279.0,0.0,0.014,W_Complete application,W_Complete application,3506.923045045045,230.0,80,False,115489.746,False,3310.254,False
3003,6852,statechange,User_85,A_Accepted,Application,ApplState_1744505474,complete,2016-01-05 08:06:59.306,Car,Limit raise,Application_220402598,18000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,1313.211,W_Complete application,5.0,17.0,31279.0,0.0,63149.088,W_Complete application,W_Complete application,5564.597013333333,230.0,80,False,115619.306,False,3180.694,False
3004,9229,statechange,User_92,A_Accepted,Application,ApplState_1575169557,complete,2016-01-05 08:08:56.189,Car,New credit,Application_923808413,20000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,25.857,O_Create Offer,4.0,31.0,31279.0,0.0,246.457,A_Concept,W_Complete application,3506.923045045045,230.0,80,False,115736.189,False,3063.811,False
3005,9230,Created,User_92,O_Create Offer,Offer,Offer_2074117120,complete,2016-01-05 08:09:22.046,Car,New credit,Application_923808413,20000.0,20000.0,60.0,True,377.28,True,1004.0,20000.0,0,1.557,O_Created,5.0,30.0,31279.0,0.0,272.314,A_Accepted,A_Concept,3506.923045045045,230.0,80,False,115762.046,False,3037.954,False
3006,9231,statechange,User_92,O_Created,Offer,OfferState_1052274595,complete,2016-01-05 08:09:23.603,Car,New credit,Application_923808413,20000.0,0.0,0.0,0,0.0,0,0.0,0.0,Offer_2074117120,110.498,O_Sent (mail and online),6.0,29.0,31279.0,0.0,273.871,O_Create Offer,A_Accepted,3506.923045045045,230.0,80,False,115763.603,False,3036.397,False
3007,9232,statechange,User_92,O_Sent (mail and online),Offer,OfferState_862319574,complete,2016-01-05 08:11:14.101,Car,New credit,Application_923808413,20000.0,0.0,0.0,0,0.0,0,0.0,0.0,Offer_2074117120,0.017,W_Complete application,7.0,28.0,31279.0,0.0,384.369,O_Created,O_Create Offer,3506.923045045045,230.0,80,False,115874.101,False,2925.899,False
3008,9233,Deleted,User_92,W_Complete application,Workflow,Workitem_1840989731,complete,2016-01-05 08:11:14.118,Car,New credit,Application_923808413,20000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.021,W_Call after offers,8.0,27.0,31279.0,0.0,384.386,O_Sent (mail and online),O_Created,3506.923045045045,230.0,80,False,115874.118,False,2925.882,False
3009,9234,Created,User_92,W_Call after offers,Workflow,Workitem_1660087693,schedule,2016-01-05 08:11:14.139,Car,New credit,Application_923808413,20000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.002,W_Call after offers,9.0,26.0,31279.0,0.0,384.407,W_Complete application,O_Sent (mail and online),3506.923045045045,230.0,80,False,115874.139,False,2925.861,False
3010,9235,Obtained,User_92,W_Call after offers,Workflow,Workitem_1805044915,start,2016-01-05 08:11:14.141,Car,New credit,Application_923808413,20000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.013,A_Complete,10.0,25.0,31279.0,0.0,384.409,W_Call after offers,W_Complete application,3506.923045045045,230.0,80,False,115874.141,False,2925.859,False
3011,9236,statechange,User_92,A_Complete,Application,ApplState_1351895866,complete,2016-01-05 08:11:14.154,Car,New credit,Application_923808413,20000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,55.187,W_Call after offers,11.0,24.0,31279.0,0.0,384.422,W_Call after offers,W_Call after offers,3506.923045045045,230.0,80,False,115874.154,False,2925.846,False
3012,2515,Obtained,User_7,W_Complete application,Workflow,Workitem_1560528666,resume,2016-01-05 08:11:39.350,Home improvement,New credit,Application_593655901,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,208.566,W_Complete application,9.0,19.0,31279.0,0.0,210330.281,W_Complete application,A_Concept,16066.520282208583,230.0,80,False,115899.35,False,2900.65,False
3013,9237,Released,User_92,W_Call after offers,Workflow,Workitem_1750300869,suspend,2016-01-05 08:12:09.341,Car,New credit,Application_923808413,20000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,373439.12,W_Call after offers,12.0,23.0,31279.0,0.0,439.609,A_Complete,W_Call after offers,3506.923045045045,230.0,80,False,115929.341,False,2870.659,False
3014,2119,Obtained,User_24,W_Complete application,Workflow,Workitem_998841194,resume,2016-01-05 08:13:58.382,Home improvement,New credit,Application_2113276114,7500.0,0.0,0.0,0,0.0,0,0.0,0.0,0,14.484,W_Complete application,15.0,44.0,31279.0,0.0,228430.553,W_Complete application,A_Accepted,5211.206106896554,230.0,80,False,116038.382,False,2761.618,False
3015,2120,Released,User_24,W_Complete application,Workflow,Workitem_1360928184,suspend,2016-01-05 08:14:12.866,Home improvement,New credit,Application_2113276114,7500.0,0.0,0.0,0,0.0,0,0.0,0.0,0,2322.218,W_Complete application,16.0,43.0,31279.0,0.0,228445.037,W_Complete application,W_Complete application,5211.206106896554,230.0,80,False,116052.866,False,2747.134,False
3016,3656,Obtained,User_24,W_Complete application,Workflow,Workitem_628121498,resume,2016-01-05 08:15:02.302,Not speficied,New credit,Application_584603670,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,211.082,W_Complete application,11.0,51.0,31279.0,0.0,132725.92,W_Complete application,W_Complete application,5211.206106896554,230.0,80,False,116102.302,False,2697.698,False
3017,2516,Released,User_7,W_Complete application,Workflow,Workitem_1509101121,suspend,2016-01-05 08:15:07.916,Home improvement,New credit,Application_593655901,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,20475.926,A_Accepted,10.0,18.0,31279.0,0.0,210538.847,W_Complete application,W_Complete application,16066.520282208583,230.0,80,False,116107.916,False,2692.084,False
3018,3838,Obtained,User_3,W_Complete application,Workflow,Workitem_1898644606,resume,2016-01-05 08:15:34.428,Car,New credit,Application_1876456626,10750.0,0.0,0.0,0,0.0,0,0.0,0.0,0,52.756,W_Complete application,13.0,65.0,31279.0,0.0,131815.135,W_Complete application,W_Complete application,14058.001289552236,230.0,80,False,116134.428,False,2665.572,False
3019,4714,Obtained,User_16,W_Complete application,Workflow,Workitem_816250180,resume,2016-01-05 08:16:09.158,Car,New credit,Application_952532843,9000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,10.99,W_Complete application,8.0,26.0,31279.0,0.0,85645.326,W_Complete application,W_Complete application,14283.820460526316,230.0,80,False,116169.158,False,2630.842,False
3020,4715,Released,User_16,W_Complete application,Workflow,Workitem_887792238,suspend,2016-01-05 08:16:20.148,Car,New credit,Application_952532843,9000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,138.952,W_Complete application,9.0,25.0,31279.0,0.0,85656.316,W_Complete application,W_Complete application,14283.820460526316,230.0,80,False,116180.148,False,2619.852,False
3021,4779,Obtained,User_16,W_Complete application,Workflow,Workitem_1178497875,resume,2016-01-05 08:16:24.984,Existing loan takeover,New credit,Application_167944225,8000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,119.682,W_Complete application,8.0,25.0,31279.0,0.0,85131.193,W_Complete application,W_Complete application,14283.820460526316,230.0,80,False,116184.984,False,2615.016,False
3022,3839,Released,User_3,W_Complete application,Workflow,Workitem_401204087,suspend,2016-01-05 08:16:27.184,Car,New credit,Application_1876456626,10750.0,0.0,0.0,0,0.0,0,0.0,0.0,0,36468.16,A_Accepted,14.0,64.0,31279.0,0.0,131867.891,W_Complete application,W_Complete application,14058.001289552236,230.0,80,False,116187.184,False,2612.816,False
3023,4780,Released,User_16,W_Complete application,Workflow,Workitem_2037814060,suspend,2016-01-05 08:18:24.666,Existing loan takeover,New credit,Application_167944225,8000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,24463.368,W_Complete application,9.0,24.0,31279.0,0.0,85250.875,W_Complete application,W_Complete application,14283.820460526316,230.0,80,False,116304.666,False,2495.334,False
3024,3657,Released,User_24,W_Complete application,Workflow,Workitem_481321410,suspend,2016-01-05 08:18:33.384,Not speficied,New credit,Application_584603670,5000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,8877.315,A_Accepted,12.0,50.0,31279.0,0.0,132937.002,W_Complete application,W_Complete application,5211.206106896554,230.0,80,False,116313.384,False,2486.616,False
3025,5140,Obtained,User_16,W_Complete application,Workflow,Workitem_1109153092,resume,2016-01-05 08:18:36.875,"Other, see explanation",Limit raise,Application_484278024,7000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,135.522,W_Complete application,7.0,41.0,31279.0,0.0,83015.455,W_Complete application,W_Complete application,14283.820460526316,230.0,80,False,116316.875,False,2483.125,False
3026,4716,Obtained,User_24,W_Complete application,Workflow,Workitem_644232335,resume,2016-01-05 08:18:39.100,Car,New credit,Application_952532843,9000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,15.711,W_Complete application,10.0,24.0,31279.0,0.0,85795.268,W_Complete application,W_Complete application,5211.206106896554,230.0,80,False,116319.1,False,2480.9,False
3027,4717,Released,User_24,W_Complete application,Workflow,Workitem_696971739,suspend,2016-01-05 08:18:54.811,Car,New credit,Application_952532843,9000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,296.919,W_Complete application,11.0,23.0,31279.0,0.0,85810.979,W_Complete application,W_Complete application,5211.206106896554,230.0,80,False,116334.811,False,2465.189,False
3028,4969,Obtained,User_24,W_Complete application,Workflow,Workitem_1090553454,resume,2016-01-05 08:19:01.571,"Other, see explanation",Limit raise,Application_1044610848,50000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,362.359,O_Create Offer,6.0,24.0,31279.0,0.0,84070.994,W_Complete application,A_Accepted,5211.206106896554,230.0,80,False,116341.571,False,2458.429,False
3029,5141,Released,User_16,W_Complete application,Workflow,Workitem_1093139663,suspend,2016-01-05 08:20:52.397,"Other, see explanation",Limit raise,Application_484278024,7000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,3787.036,A_Accepted,8.0,40.0,31279.0,0.0,83150.977,W_Complete application,W_Complete application,14283.820460526316,230.0,80,False,116452.397,False,2347.603,False
3030,4718,Obtained,User_7,W_Complete application,Workflow,Workitem_1899074460,resume,2016-01-05 08:23:51.730,Car,New credit,Application_952532843,9000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,28.112,W_Complete application,12.0,22.0,31279.0,0.0,86107.898,W_Complete application,W_Complete application,16066.520282208583,230.0,80,False,116631.73,False,2168.27,False
3031,9261,Created,User_1,A_Create Application,Application,Application_1933550065,complete,2016-01-05 08:23:53.784,Remaining debt home,New credit,Application_1933550065,13500.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.058,A_Submitted,0.0,52.0,31279.0,0.0,0.0,no_lagged_events,no_lagged_events,13866.5244107143,231.0,80,False,116633.784,False,2166.216,False
3032,9262,statechange,User_1,A_Submitted,Application,ApplState_506660873,complete,2016-01-05 08:23:53.842,Remaining debt home,New credit,Application_1933550065,13500.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.396,W_Handle leads,1.0,51.0,31278.0,0.0,0.058,A_Create Application,no_lagged_events,13866.5244107143,231.0,80,False,116633.842,False,2166.158,False
3033,9263,Created,User_1,W_Handle leads,Workflow,Workitem_487180624,schedule,2016-01-05 08:23:54.238,Remaining debt home,New credit,Application_1933550065,13500.0,0.0,0.0,0,0.0,0,0.0,0.0,0,71.876,W_Handle leads,2.0,50.0,31278.0,0.0,0.454,A_Submitted,A_Create Application,13866.5244107143,231.0,80,False,116634.238,False,2165.762,False
3034,4719,Released,User_7,W_Complete application,Workflow,Workitem_469431338,suspend,2016-01-05 08:24:19.842,Car,New credit,Application_952532843,9000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,1570.175,W_Complete application,13.0,21.0,31278.0,0.0,86136.01,W_Complete application,W_Complete application,16066.520282208583,231.0,80,False,116659.842,False,2140.158,False
3035,5531,Obtained,User_16,W_Complete application,Workflow,Workitem_257363059,resume,2016-01-05 08:24:39.510,Car,New credit,Application_1290239114,15000.0,0.0,0.0,0,0.0,0,0.0,0.0,0,26.621,W_Complete application,9.0,24.0,31278.0,0.0,80043.737,W_Complete application,W_Complete application,14283.820460526316,231.0,80,False,116679.51,False,2120.49,False
3036,4970,Created,User_24,O_Create Offer,Offer,Offer_1892957803,complete,2016-01-05 08:25:03.930,"Other, see explanation",Limit raise,Application_1044610848,50000.0,0.0,56.0,True,1000.0,True,0.0,50000.0,0,1.662,O_Created,7.0,23.0,31278.0,0.0,84433.353,W_Complete application,W_Complete application,5211.206106896554,231.0,80,False,116703.93,False,2096.07,False
3037,4971,statechange,User_24,O_Created,Offer,OfferState_622510076,complete,2016-01-05 08:25:05.592,"Other, see explanation",Limit raise,Application_1044610848,50000.0,0.0,0.0,0,0.0,0,0.0,0.0,Offer_1892957803,19.556,O_Sent (mail and online),8.0,22.0,31278.0,0.0,84435.015,O_Create Offer,W_Complete application,5211.206106896554,231.0,80,False,116705.592,False,2094.408,False
3038,9264,Deleted,User_1,W_Handle leads,Workflow,Workitem_1043204533,withdraw,2016-01-05 08:25:06.114,Remaining debt home,New credit,Application_1933550065,13500.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.014,W_Complete application,3.0,49.0,31278.0,0.0,72.33,W_Handle leads,A_Submitted,13866.5244107143,231.0,80,False,116706.114,False,2093.886,False
3039,9265,Created,User_1,W_Complete application,Workflow,Workitem_1184355051,schedule,2016-01-05 08:25:06.128,Remaining debt home,New credit,Application_1933550065,13500.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.005,A_Concept,4.0,48.0,31278.0,0.0,72.344,W_Handle leads,W_Handle leads,13866.5244107143,231.0,80,False,116706.128,False,2093.872,False
